# entry       : 21020 
# subentry    : 002 
# pointer     : XX 
# reaction    : (79-AU-197(N,G)79-AU-198,,SIG) 
# year        : 1973 
# author      : F.Froehner 
# institute   : 2GERKFK 
# reference   : (W,FROEHNER,7311) 
# facilitie   : {'x4code': 'VDG  '}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      3.00000E-03      0.00000E+00      3.34000E+03      0.00000E+00       # Lab                   
      5.00000E-03      0.00000E+00      2.18000E+03      0.00000E+00       # Lab                   
      7.00000E-03      0.00000E+00      1.62000E+03      0.00000E+00       # Lab                   
      9.00000E-03      0.00000E+00      1.32000E+03      0.00000E+00       # Lab                   
      1.03000E-02      0.00000E+00      1.14000E+03      0.00000E+00       # Lab                   
      1.11000E-02      0.00000E+00      1.36000E+03      0.00000E+00       # Lab                   
      1.21000E-02      0.00000E+00      1.18000E+03      0.00000E+00       # Lab                   
      1.31000E-02      0.00000E+00      1.04000E+03      0.00000E+00       # Lab                   
      1.43000E-02      0.00000E+00      9.73000E+02      0.00000E+00       # Lab                   
      1.54000E-02      0.00000E+00      9.17000E+02      0.00000E+00       # Lab                   
      1.63000E-02      0.00000E+00      8.70000E+02      0.00000E+00       # Lab                   
      1.72000E-02      0.00000E+00      8.86000E+02      0.00000E+00       # Lab                   
      1.83000E-02      0.00000E+00      8.49000E+02      0.00000E+00       # Lab                   
      1.95000E-02      0.00000E+00      7.40000E+02      0.00000E+00       # Lab                   
      2.03000E-02      0.00000E+00      7.32000E+02      0.00000E+00       # Lab                   
      2.07000E-02      0.00000E+00      7.36000E+02      0.00000E+00       # Lab                   
      2.12000E-02      0.00000E+00      7.19000E+02      0.00000E+00       # Lab                   
      2.16000E-02      0.00000E+00      6.96000E+02      0.00000E+00       # Lab                   
      2.21000E-02      0.00000E+00      6.74000E+02      0.00000E+00       # Lab                   
      2.26000E-02      0.00000E+00      6.53000E+02      0.00000E+00       # Lab                   
      2.31000E-02      0.00000E+00      6.61000E+02      0.00000E+00       # Lab                   
      2.37000E-02      0.00000E+00      6.71000E+02      0.00000E+00       # Lab                   
      2.42000E-02      0.00000E+00      6.73000E+02      0.00000E+00       # Lab                   
      2.48000E-02      0.00000E+00      6.67000E+02      0.00000E+00       # Lab                   
      2.54000E-02      0.00000E+00      6.43000E+02      0.00000E+00       # Lab                   
      2.60000E-02      0.00000E+00      6.38000E+02      0.00000E+00       # Lab                   
      2.66000E-02      0.00000E+00      6.36000E+02      0.00000E+00       # Lab                   
      2.73000E-02      0.00000E+00      6.43000E+02      0.00000E+00       # Lab                   
      2.79000E-02      0.00000E+00      6.48000E+02      0.00000E+00       # Lab                   
      2.86000E-02      0.00000E+00      6.37000E+02      0.00000E+00       # Lab                   
      2.94000E-02      0.00000E+00      6.27000E+02      0.00000E+00       # Lab                   
      3.01000E-02      0.00000E+00      5.97000E+02      0.00000E+00       # Lab                   
      3.09000E-02      0.00000E+00      5.76000E+02      0.00000E+00       # Lab                   
      3.18000E-02      0.00000E+00      5.58000E+02      0.00000E+00       # Lab                   
      3.26000E-02      0.00000E+00      5.57000E+02      0.00000E+00       # Lab                   
      3.35000E-02      0.00000E+00      5.52000E+02      0.00000E+00       # Lab                   
      3.44000E-02      0.00000E+00      5.46000E+02      0.00000E+00       # Lab                   
      3.54000E-02      0.00000E+00      5.36000E+02      0.00000E+00       # Lab                   
      3.64000E-02      0.00000E+00      5.38000E+02      0.00000E+00       # Lab                   
      3.75000E-02      0.00000E+00      5.43000E+02      0.00000E+00       # Lab                   
      3.86000E-02      0.00000E+00      5.44000E+02      0.00000E+00       # Lab                   
      3.97000E-02      0.00000E+00      5.34000E+02      0.00000E+00       # Lab                   
      4.09000E-02      0.00000E+00      5.07000E+02      0.00000E+00       # Lab                   
      4.22000E-02      0.00000E+00      4.81000E+02      0.00000E+00       # Lab                   
      4.35000E-02      0.00000E+00      4.64000E+02      0.00000E+00       # Lab                   
      4.49000E-02      0.00000E+00      4.65000E+02      0.00000E+00       # Lab                   
      4.63000E-02      0.00000E+00      4.65000E+02      0.00000E+00       # Lab                   
      4.78000E-02      0.00000E+00      4.58000E+02      0.00000E+00       # Lab                   
      4.94000E-02      0.00000E+00      4.47000E+02      0.00000E+00       # Lab                   
      5.11000E-02      0.00000E+00      4.35000E+02      0.00000E+00       # Lab                   
      5.29000E-02      0.00000E+00      4.24000E+02      0.00000E+00       # Lab                   
      5.47000E-02      0.00000E+00      4.11000E+02      0.00000E+00       # Lab                   
      5.67000E-02      0.00000E+00      4.02000E+02      0.00000E+00       # Lab                   
      5.87000E-02      0.00000E+00      3.94000E+02      0.00000E+00       # Lab                   
      6.09000E-02      0.00000E+00      3.87000E+02      0.00000E+00       # Lab                   
      6.32000E-02      0.00000E+00      3.83000E+02      0.00000E+00       # Lab                   
      6.56000E-02      0.00000E+00      3.80000E+02      0.00000E+00       # Lab                   
      6.82000E-02      0.00000E+00      3.77000E+02      0.00000E+00       # Lab                   
      7.09000E-02      0.00000E+00      3.72000E+02      0.00000E+00       # Lab                   
      7.38000E-02      0.00000E+00      3.64000E+02      0.00000E+00       # Lab                   
      7.69000E-02      0.00000E+00      3.55000E+02      0.00000E+00       # Lab                   
      8.01000E-02      0.00000E+00      3.43000E+02      0.00000E+00       # Lab                   
      8.36000E-02      0.00000E+00      3.35000E+02      0.00000E+00       # Lab                   
      8.73000E-02      0.00000E+00      3.26000E+02      0.00000E+00       # Lab                   
      9.13000E-02      0.00000E+00      3.19000E+02      0.00000E+00       # Lab                   
      9.55000E-02      0.00000E+00      3.14000E+02      0.00000E+00       # Lab                   
      1.00000E-01      0.00000E+00      3.10000E+02      0.00000E+00       # Lab                   
      1.05000E-01      0.00000E+00      3.10000E+02      0.00000E+00       # Lab                   
      1.10000E-01      0.00000E+00      2.96000E+02      0.00000E+00       # Lab                   
      1.16000E-01      0.00000E+00      2.87000E+02      0.00000E+00       # Lab                   
