# entry       : 40487 
# subentry    : 005 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1979 
# author      : Yu.V.Ryabov 
# institute   : 4RUSJIA 
# reference   : (J,AE,46,154,1979) 
# facilitie   : {'type': 'REAC', 'x4code': '4ZZZDUB'}
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      3.10000E-03      0.00000E+00      2.99400E+03      0.00000E+00       # Lab                   
      3.43000E-03      0.00000E+00      2.73100E+03      0.00000E+00       # Lab                   
      3.81000E-03      0.00000E+00      2.45600E+03      0.00000E+00       # Lab                   
      4.26000E-03      0.00000E+00      2.17200E+03      0.00000E+00       # Lab                   
      4.79000E-03      0.00000E+00      2.51000E+03      0.00000E+00       # Lab                   
      5.43000E-03      0.00000E+00      2.18900E+03      0.00000E+00       # Lab                   
      6.21000E-03      0.00000E+00      2.08800E+03      0.00000E+00       # Lab                   
      7.17000E-03      0.00000E+00      2.20700E+03      0.00000E+00       # Lab                   
      8.37000E-03      0.00000E+00      2.27100E+03      0.00000E+00       # Lab                   
      9.90000E-03      0.00000E+00      2.10800E+03      0.00000E+00       # Lab                   
      1.18800E-02      0.00000E+00      1.74500E+03      0.00000E+00       # Lab                   
