# entry       : 12519 
# subentry    : 006 
# pointer     : XX 
# reaction    : (94-PU-239(N,F),,SIG) 
# year        : 1945 
# author      : E.E.Anderson 
# institute   : 1USALAS 
# reference   : (R,LA-266,4504) 
# facility    : None
#     E(MeV)          dE(MeV)           xs(mb)           dxs(mb)           frame
      5.20000E-07      0.00000E+00      1.77000E+05      0.00000E+00       # Lab                   
      5.22000E-07      0.00000E+00      1.48000E+05      0.00000E+00       # Lab                   
      6.00000E-07      0.00000E+00      1.10000E+05      0.00000E+00       # Lab                   
      7.05000E-07      0.00000E+00      8.80000E+04      0.00000E+00       # Lab                   
      7.50000E-07      0.00000E+00      7.50000E+04      0.00000E+00       # Lab                   
      8.15000E-07      0.00000E+00      6.10000E+04      0.00000E+00       # Lab                   
      9.75000E-07      0.00000E+00      5.65000E+04      0.00000E+00       # Lab                   
      1.15000E-06      0.00000E+00      3.85000E+04      0.00000E+00       # Lab                   
      1.20000E-06      0.00000E+00      3.75000E+04      0.00000E+00       # Lab                   
      1.40000E-06      0.00000E+00      3.45000E+04      0.00000E+00       # Lab                   
      1.84000E-06      0.00000E+00      2.80000E+04      0.00000E+00       # Lab                   
      2.10000E-06      0.00000E+00      2.35000E+04      0.00000E+00       # Lab                   
      2.38000E-06      0.00000E+00      2.40000E+04      0.00000E+00       # Lab                   
      3.30000E-06      0.00000E+00      1.43000E+04      0.00000E+00       # Lab                   
      3.87000E-06      0.00000E+00      1.34000E+04      0.00000E+00       # Lab                   
      4.30000E-06      0.00000E+00      1.18000E+04      0.00000E+00       # Lab                   
      4.70000E-06      0.00000E+00      1.37000E+04      0.00000E+00       # Lab                   
      4.80000E-06      0.00000E+00      1.95000E+04      0.00000E+00       # Lab                   
      5.15000E-06      0.00000E+00      1.72000E+04      0.00000E+00       # Lab                   
      5.80000E-06      0.00000E+00      3.75000E+04      0.00000E+00       # Lab                   
      6.60000E-06      0.00000E+00      6.80000E+04      0.00000E+00       # Lab                   
      7.25000E-06      0.00000E+00      8.05000E+04      0.00000E+00       # Lab                   
      8.25000E-06      0.00000E+00      8.50000E+04      0.00000E+00       # Lab                   
      9.60000E-06      0.00000E+00      1.32000E+05      0.00000E+00       # Lab                   
      1.12000E-05      0.00000E+00      1.22000E+05      0.00000E+00       # Lab                   
      1.28000E-05      0.00000E+00      1.05000E+05      0.00000E+00       # Lab                   
      1.28000E-05      0.00000E+00      8.80000E+04      0.00000E+00       # Lab                   
      1.57000E-05      0.00000E+00      8.25000E+04      0.00000E+00       # Lab                   
      1.57000E-05      0.00000E+00      6.95000E+04      0.00000E+00       # Lab                   
      1.88000E-05      0.00000E+00      4.35000E+04      0.00000E+00       # Lab                   
      2.38000E-05      0.00000E+00      3.15000E+04      0.00000E+00       # Lab                   
      2.93000E-05      0.00000E+00      1.95000E+04      0.00000E+00       # Lab                   
      3.80000E-05      0.00000E+00      3.18000E+04      0.00000E+00       # Lab                   
      5.13000E-05      0.00000E+00      5.25000E+04      0.00000E+00       # Lab                   
      7.55000E-05      0.00000E+00      4.24000E+04      0.00000E+00       # Lab                   
      1.20000E-04      0.00000E+00      2.23000E+04      0.00000E+00       # Lab                   
      2.10000E-04      0.00000E+00      1.45000E+04      0.00000E+00       # Lab                   
      4.75000E-04      0.00000E+00      9.60000E+03      0.00000E+00       # Lab                   
